Timestamp,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Blazor / C#]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Rust]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [C++ / Emscripten]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Go / TinyGo]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [AssemblyScript]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Grain]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Python]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Zig]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Swift]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Java]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [WAT]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [JavaScript]",Current Language Usage - are there any other languages not listed about that you use?,Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Blazor / C#],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Rust],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [C++ / Emscripten],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Go / TinyGo],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [AssemblyScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Grain],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Python],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Zig],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Swift],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Java],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [JavaScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [WAT],Desired Usage - are there any other languages not listed about that you want to use?,WebAssembly runtimes - which have you heard about or used? [WasmEdge],WebAssembly runtimes - which have you heard about or used? [Wasmtime],WebAssembly runtimes - which have you heard about or used? [Wasmer],WebAssembly runtimes - which have you heard about or used? [WebAssembly Micro Runtime (WAMR)],WebAssembly runtimes - which have you heard about or used? [Wasm3],,,Your Current Usage - what are you using WebAssembly for at the moment?,Future impact - where do you think WebAssembly will have the most impact in the future? [Web development],Future impact - where do you think WebAssembly will have the most impact in the future? [Blockchain],Future impact - where do you think WebAssembly will have the most impact in the future? [Internet of Things],Future impact - where do you think WebAssembly will have the most impact in the future? [Serverless],Future impact - where do you think WebAssembly will have the most impact in the future? [Containerisation],Future impact - where do you think WebAssembly will have the most impact in the future? [Game Development],Future impact - where do you think WebAssembly will have the most impact in the future? [Scientific],Future impact - where do you think WebAssembly will have the most impact in the future? [Cryptography],Future impact - where do you think WebAssembly will have the most impact in the future? [Audio / Video Processing],Future impact - where do you think WebAssembly will have the most impact in the future? [Artificial Intelligence],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Tail call],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Multiple memories],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Custom Annotation Syntax in the Text Format],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Memory64],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Exception handling],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Web Content Security Policy],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Branch Hinting],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Extended Constant Expressions],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Relaxed SIMD],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Threads],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [ECMAScript module integration],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Type Reflection for WebAssembly JavaScript API],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Typed Function References],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Relaxed dead code validation],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Numeric Values in WAT Data Segments],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Instrument and Tracing Technology],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [Garbage collection],Future features - WebAssembly has a number of new features under proposal (https://github.com/WebAssembly/proposals) - what future features are you interested in? - feel free to skip this question if you don't know. [JS Promise Integration],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [I/O],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Filesystem],"WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [""Classic"" Command-Line]",WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Clocks],WASSI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Random],WASSI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Handle Index],WASSI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Poll],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Machine Learning (wasi-nn)],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Crypto],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [HTTP],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Native threads],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Parallel],WASI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [Sockets],WASSI future features - WebAssembly System Interface  has a number of new features under proposal (https://github.com/WebAssembly/WASI/blob/main/Proposals.md) - what future features are you interested in? - feel free to skip this question if you don't know. [URL],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better build tooling],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better debugging support],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A greater breadth of supported languages],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A stronger and more inclusive community],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with JavaScript and browser APIs],"What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with 'non browser' APIs, e.g. WASI]",Job Role - what most closely describes your role?,JavaScript Proficiency - how proficient are you at JavaScript?,WebAssembly Proficiency - how proficient are you at WebAssembly?,WebAssembly Experience - how long have you used or known about WebAssembly for?,Back-end Proficiency - how proficient are you at back-end development?,Industry Sector - which industry sector(s) do you work in?,Your Country or Region - where do you call home?,And finally ... tell us what is the thing that excites you most about WebAssembly?  (and thank you for your time👏 ),WebAssembly runtimes - any other runtimes you have used not listed above?,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Ruby]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Ruby]
5/26/2022 18:12:31,have used occasionally,use frequently,not used,not used,have used occasionally,not used,not used,not used,not used,not used,use frequently,have used occasionally,,want to use a little,want to use a lot,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,want to use a little,want to use a little,,heard of it,used it,heard of it,heard of it,heard of it,,,"Web development, Serverless, Containerisation",very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,low impact,low impact,some impact,some impact,Don't know :shrug:,,very interested,,modest interest,modest interest,no interest,,,,modest interest,no interest,no interest,,no interest,,no interest,modest interest,no interest,modest interest,modest interest,modest interest,no interest,,,,no interest,no interest,very interested,modest interest,modest interest,very interested,,really needs this,really needs this,really needs this,really needs this,needs this,really needs this,"Developer, back-end","Writing short, simple JavaScript or jQuery statements","I’ve created advanced WebAssembly tooling (compilers, analyzers)",3 years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,United States,the component model proposal 😅,,,
5/26/2022 18:18:31,not used,use sometimes,not used,not used,have used occasionally,not used,not used,not used,not used,not used,not used,not used,,not heard of it,want to use a lot,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,,not heard of it,heard of it,used it,not heard of it,heard of it,,,Web development,very high impact,very high impact,some impact,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,,don’t know what it is :shrug:,,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,,,,very interested,very interested,don’t know what it is :shrug:,,don’t know what it is :shrug:,,no interest,modest interest,very interested,very interested,very interested,very interested,modest interest,,,,very interested,very interested,very interested,very interested,very interested,very interested,,needs this,needs this,really needs this,needs this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Germany,,,,
5/26/2022 18:44:29,not used,use frequently,not used,use sometimes,have used occasionally,not used,not used,not used,not used,not used,not used,not used,,don’t want to use,want to use a lot,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a little,not heard of it,,heard of it,heard of it,heard of it,not heard of it,heard of it,,,"Web development, Serverless",very high impact,very high impact,very high impact,very high impact,some impact,low impact,low impact,low impact,some impact,some impact,,no interest,,no interest,no interest,,,,,very interested,very interested,don’t know what it is :shrug:,,don’t know what it is :shrug:,,modest interest,very interested,no interest,modest interest,modest interest,no interest,modest interest,,,,very interested,modest interest,modest interest,very interested,very interested,very interested,,really needs this,needs this,really needs this,really needs this,needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",5+ years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Belgium,"Cambrian explosion of secure, cross language interoperability",Fastly Compute@Edge,,
5/26/2022 18:47:55,have used occasionally,use frequently,have used occasionally,use sometimes,not used,not used,have used occasionally,not used,not used,not used,have used occasionally,use sometimes,,want to use a little,want to use a lot,want to use a little,want to use a lot,want to use a lot,want to use a little,want to use a lot,want to use a little,want to use a little,want to use a lot,want to use a little,don’t want to use,,heard of it,used it,heard of it,used it,used it,,,Serverless,very high impact,some impact,very high impact,very high impact,very high impact,some impact,some impact,some impact,very high impact,very high impact,,very interested,,very interested,very interested,very interested,,,,very interested,very interested,very interested,,very interested,,very interested,very interested,very interested,very interested,very interested,very interested,very interested,,,,very interested,very interested,very interested,very interested,very interested,very interested,,really needs this,really needs this,really needs this,needs this,needs this,really needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I’ve created advanced WebAssembly tooling (compilers, analyzers)",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,United States,,,,
5/26/2022 18:55:19,not used,have used occasionally,use sometimes,not used,use frequently,not used,not used,not used,not used,not used,use sometimes,use sometimes,,not heard of it,want to use a little,want to use a little,want to use a lot,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,want to use a little,want to use a little,,heard of it,used it,heard of it,used it,heard of it,,,"Web development, Blockchain, As a plug-in environment",very high impact,very high impact,low impact,some impact,some impact,Don't know :shrug:,Don't know :shrug:,some impact,some impact,low impact,,very interested,,modest interest,very interested,no interest,,,,very interested,very interested,very interested,,modest interest,,modest interest,very interested,very interested,very interested,very interested,,very interested,,,,,no interest,very interested,modest interest,modest interest,very interested,,really needs this,really needs this,needs this,really needs this,needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,China,,,,
5/26/2022 19:52:57,have used occasionally,use frequently,have used occasionally,not used,not used,not used,have used occasionally,not used,not used,not used,not used,not used,,don’t want to use,want to use a lot,want to use a little,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,,not heard of it,heard of it,used it,not heard of it,not heard of it,,,Internet of Things,some impact,some impact,some impact,some impact,some impact,low impact,some impact,some impact,low impact,low impact,,modest interest,,modest interest,very interested,no interest,,,,very interested,no interest,no interest,,modest interest,,modest interest,no interest,no interest,modest interest,modest interest,no interest,modest interest,,,,modest interest,no interest,no interest,modest interest,modest interest,no interest,,needs this,really needs this,needs this,really needs this,needs this,needs this,Engineering manager,Architecturing entire front-end codebases from scratch,"I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,Able to handle complex multi-server or microservices architectures,Oil and gas,United Kingdom,,,,
5/26/2022 20:32:52,not used,have used occasionally,not used,not used,not used,not used,not used,not used,not used,not used,not used,use sometimes,Motoko,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,"Motoko, Scala, Kotlin",heard of it,used it,not heard of it,not heard of it,not heard of it,,,"Web development, Blockchain",very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,some impact,very high impact,very high impact,very high impact,,modest interest,,very interested,no interest,no interest,,,,very interested,no interest,no interest,,modest interest,,modest interest,very interested,modest interest,very interested,very interested,modest interest,modest interest,,,,modest interest,very interested,very interested,modest interest,modest interest,modest interest,,needs this,needs this,really needs this,needs this,needs this,really needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",5+ years,Able to handle complex multi-server or microservices architectures,Finance,United States,A modern secure VM that will run well anywhere (unlike the JVM),,,
5/26/2022 21:07:39,not used,use frequently,have used occasionally,not used,not used,not used,not used,not used,not used,not used,have used occasionally,use sometimes,,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,,heard of it,used it,heard of it,heard of it,heard of it,,,"Web development, Serverless, As a plug-in environment",very high impact,Don't know :shrug:,some impact,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,some impact,Don't know :shrug:,,very interested,,very interested,modest interest,modest interest,,,,very interested,modest interest,no interest,,no interest,,modest interest,modest interest,modest interest,very interested,very interested,modest interest,very interested,,,,no interest,modest interest,very interested,very interested,very interested,very interested,,really needs this,really needs this,needs this,needs this,really needs this,really needs this,"Developer, back-end","Handling advanced front-end patterns (state management, data loading, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",3 years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,United States,Plugin architecture,,not used,don’t want to use
5/26/2022 22:47:54,not used,have used occasionally,have used occasionally,not used,have used occasionally,not used,not used,not used,not used,not used,not used,use sometimes,,don’t want to use,want to use a lot,want to use a lot,don’t want to use,want to use a little,not heard of it,don’t want to use,not heard of it,don’t want to use,don’t want to use,want to use a lot,want to use a little,,not heard of it,not heard of it,used it,not heard of it,not heard of it,,,"Web development, Cryptography, Audio / Video Processing, As a plug-in environment",very high impact,some impact,very high impact,some impact,some impact,very high impact,some impact,some impact,very high impact,very high impact,,very interested,,very interested,very interested,very interested,,,,very interested,very interested,very interested,,very interested,,very interested,very interested,very interested,very interested,very interested,modest interest,very interested,,,,very interested,very interested,very interested,very interested,modest interest,very interested,,really needs this,really needs this,needs this,needs this,needs this,needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Programming & Technical Tools,Spain,"universality of solutions (written in any language, interpreted in any other language)",,not used,don’t want to use
5/27/2022 0:34:10,not used,have used occasionally,have used occasionally,not used,not used,not used,not used,not used,not used,not used,not used,have used occasionally,,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,,not heard of it,not heard of it,heard of it,not heard of it,not heard of it,,,Web development,very high impact,Don't know :shrug:,some impact,some impact,some impact,some impact,some impact,Don't know :shrug:,some impact,some impact,,don’t know what it is :shrug:,,don’t know what it is :shrug:,modest interest,don’t know what it is :shrug:,,,,modest interest,modest interest,don’t know what it is :shrug:,,don’t know what it is :shrug:,,don’t know what it is :shrug:,don’t know what it is :shrug:,modest interest,modest interest,modest interest,don’t know what it is :shrug:,don’t know what it is :shrug:,,,,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,modest interest,modest interest,modest interest,,needs this,needs this,doesn’t need this,needs this,needs this,doesn’t need this,"Developer, front-end",Architecturing entire front-end codebases from scratch,"I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Academic/data visualization,United States,Speeding up code!,,not used,don’t want to use
5/27/2022 4:26:30,not used,not used,not used,not used,have used occasionally,use sometimes,not used,have used occasionally,not used,not used,have used occasionally,use sometimes,vlang.io/,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,want to use a lot,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,vlang.io/,heard of it,used it,used it,not heard of it,used it,,,"Serverless, Containerisation",very high impact,some impact,some impact,very high impact,very high impact,some impact,low impact,some impact,very high impact,some impact,,no interest,,modest interest,modest interest,very interested,,,,very interested,modest interest,modest interest,,very interested,,very interested,very interested,modest interest,very interested,very interested,modest interest,modest interest,,,,modest interest,modest interest,very interested,very interested,very interested,very interested,,needs this,really needs this,needs this,needs this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Germany,Compile to tiny (streamable) single file binaries ,Too many list 'em all,not used,don’t want to use
5/27/2022 5:53:51,have used occasionally,use sometimes,have used occasionally,have used occasionally,have used occasionally,not used,have used occasionally,not used,not used,not used,have used occasionally,use frequently,,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a lot,want to use a little,,used it,used it,heard of it,heard of it,used it,,,"Web development, Serverless, Containerisation",some impact,some impact,Don't know :shrug:,very high impact,very high impact,low impact,low impact,low impact,Don't know :shrug:,low impact,,modest interest,,modest interest,very interested,no interest,,,,very interested,very interested,no interest,,no interest,,very interested,no interest,modest interest,very interested,very interested,very interested,very interested,,,,no interest,no interest,very interested,very interested,very interested,very interested,,needs this,needs this,doesn’t need this,needs this,needs this,really needs this,"Developer, desktop or enterprise applications","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Education,United States,"I love its portability, speed, and the isolation it provides",Lucet,not used,want to use a little
5/27/2022 7:31:49,not used,use frequently,use sometimes,use sometimes,use sometimes,have used occasionally,not used,have used occasionally,not used,not used,have used occasionally,not used,Rhai,don’t want to use,want to use a lot,want to use a little,want to use a little,want to use a little,want to use a lot,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,want to use a little,,not heard of it,used it,used it,heard of it,heard of it,,,"Web development, Internet of Things, Serverless, As a plug-in environment",low impact,Don't know :shrug:,some impact,some impact,low impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,,don’t know what it is :shrug:,,no interest,no interest,no interest,,,,modest interest,no interest,modest interest,,no interest,,modest interest,no interest,no interest,very interested,modest interest,modest interest,very interested,,,,modest interest,no interest,no interest,no interest,modest interest,no interest,,needs this,needs this,needs this,needs this,needs this,really needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",3 years,Able to handle complex multi-server or microservices architectures,Telco,Japan,it's a new ISA (Instruction set architecture)!,,not used,don’t want to use
5/27/2022 8:07:13,have used occasionally,not used,not used,use frequently,not used,not used,not used,not used,not used,not used,not used,use frequently,,want to use a lot,want to use a little,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a lot,don’t want to use,want to use a lot,don’t want to use,,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,,,Web development,very high impact,Don't know :shrug:,some impact,very high impact,low impact,low impact,some impact,very high impact,very high impact,low impact,,,,,very interested,very interested,,,,modest interest,very interested,modest interest,,,,,,very interested,,,,,,,,,,,,,,,really needs this,really needs this,needs this,needs this,really needs this,doesn’t need this,"Developer, front-end","Handling advanced front-end patterns (state management, data loading, etc.)",I have no idea what WebAssembly is,3 years,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Ecommerce & Retail,Italy,Type-safe compiled browser code,,have used occasionally,want to use a little
5/27/2022 9:45:04,not used,not used,not used,not used,not used,not used,not used,not used,not used,not used,not used,not used,C with CLANG,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,C,not heard of it,not heard of it,heard of it,not heard of it,not heard of it,,,"experiment, demoscene",low impact,low impact,low impact,low impact,low impact,some impact,low impact,some impact,some impact,some impact,,modest interest,,modest interest,modest interest,modest interest,,,,very interested,modest interest,no interest,,no interest,,no interest,no interest,no interest,very interested,very interested,very interested,very interested,,,,very interested,modest interest,very interested,very interested,very interested,very interested,,really needs this,needs this,really needs this,needs this,doesn’t need this,doesn’t need this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Hungary,Runs in browser but not JavaScript - it can be only a good thing,(no runtime),not used,don’t want to use
5/27/2022 10:14:26,not used,not used,not used,not used,have used occasionally,not used,have used occasionally,not used,not used,not used,have used occasionally,not used,,don’t want to use,want to use a little,don’t want to use,want to use a little,want to use a little,want to use a little,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a little,,heard of it,used it,heard of it,not heard of it,heard of it,,,Just playing around/hobby coding ,very high impact,low impact,some impact,Don't know :shrug:,very high impact,low impact,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,,modest interest,,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,,,,modest interest,very interested,don’t know what it is :shrug:,,don’t know what it is :shrug:,,don’t know what it is :shrug:,very interested,modest interest,modest interest,modest interest,modest interest,don’t know what it is :shrug:,,,,no interest,no interest,very interested,modest interest,modest interest,modest interest,,really needs this,really needs this,needs this,needs this,really needs this,really needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,Able to handle complex multi-server or microservices architectures,"News, Media, & Blogging",United Kingdom,"Garbage collection, exceptions and web APIs will be the game changers.  as alternative languages will be able to ship far less runtime code to the browser, hugely expanding the potential types of web experiences we can create.",,not used,don’t want to use
5/27/2022 10:46:54,not used,use sometimes,use frequently,not used,not used,not used,not used,not used,not used,not used,not used,not used,,don’t want to use,want to use a lot,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,,not heard of it,not heard of it,heard of it,not heard of it,not heard of it,,,"Web development, Game Development",some impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,some impact,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,,don’t know what it is :shrug:,,modest interest,modest interest,modest interest,,,,very interested,modest interest,very interested,,modest interest,,don’t know what it is :shrug:,no interest,modest interest,modest interest,modest interest,modest interest,modest interest,,,,no interest,no interest,modest interest,modest interest,modest interest,modest interest,,needs this,really needs this,doesn’t need this,needs this,needs this,needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,"I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",5+ years,Able to handle complex multi-server or microservices architectures,SaaS,United States,It adds many powerful tools to my toolkit from native codebases,,not used,don’t want to use
5/27/2022 11:56:10,not used,use sometimes,use frequently,not used,not used,not used,not used,not used,not used,not used,use sometimes,not used,,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,want to use a little,want to use a little,,heard of it,used it,used it,used it,heard of it,,,"Serverless, Containerisation, Game Development, Audio / Video Processing",low impact,some impact,very high impact,very high impact,very high impact,some impact,some impact,very high impact,very high impact,very high impact,,don’t know what it is :shrug:,,don’t know what it is :shrug:,modest interest,modest interest,,,,very interested,very interested,no interest,,no interest,,no interest,modest interest,no interest,very interested,very interested,very interested,very interested,,,,very interested,very interested,very interested,very interested,very interested,very interested,,needs this,needs this,doesn’t need this,needs this,needs this,really needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",4 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Entertainment,United Kingdom,Lightweight alternative to containers for edge applications.,,not used,don’t want to use
